id,message,updated_time,location,distance (km),price,total comments,link
142679255268_10155405607760269,"4/8/12 month lease for a room at the Hub (Female) available
$850 - Waterloo, Ontario

One room with an ensuite washroom in a 2 bedroom suite at the Hub available starting September 15th. 4/8 month sublet or lease takeover available.",2017-09-01T19:56:24+0000,hub,3.921,$850,4,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155405607760269"">link</a>"
142679255268_10155223737240269,"Hy guys,
I'm looking for a four month lease, close to WLU campus, with utilities and internet included.
My budget is 600/650 per month.
If you have something for me please message :)",2017-07-03T12:26:38+0000,sage,1.153,,4,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155223737240269"">link</a>"
110354088989367_1639973082694119,"WANTED: Winter Sublet or 8 month lease from Sept to April
$500 - Waterloo, Ontario

Looking for either a sublet from Jan-Apr or and 8 month contract from Sept to Apr.

Desired:
Busing distance from UW

Message me if interested!",2017-08-17T18:32:55+0000,sage,1.153,$500,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1639973082694119"">link</a>"
110354088989367_1667118753312885,"1 Bedroom in 2-Bedroom Suite (The Hub)
$750 - Richmond Hill, Ontario

Address: 130-9 Columbia St W

16th Floor! The building has 17 Floors total.

$750 + hydro per month
September 15, 2017 - August 27, 2018

Includes:
- Furnished suite
- Bathroom to yourself
- FOB access keys
- Utilities such as Water, Gas, Heating
- Internet
- TV + internet cable box
- Overground parking
- Several amenities within the building: Gym will be open next month

It's a newly built place. Looking for a roommate! Preferably a young professional since I'll be working.",2017-09-09T02:57:04+0000,9 columbia st w,1.712,$750,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1667118753312885"">link</a>"
110354088989367_1585537644804330,"1 bedroom: September 1, 2017 - August 31, 2018 
$500 - Waterloo, Ontario

September 1, 2017- August 31, 2018 (12 month lease) 
One bedrooms still available for a 12 month lease in this beautiful, well kept, and very clean house. Looking for a masters or mature student.  Located on Cedarbrae Ave it is conveniently close to both Universities (UW and WLU). Two steps from the 9 bus stop and less than a 2 min walk to the 200 express bus route. About a 5-7 minute bus ride on the 200 to Davis Centre at UW, and the bus comes every 10 mins. Approximately a 15-20 min walk to UW campus and less than a 10 min bike ride. All inclusive, which includes: parking, utilities, heat, hydro, furnished, free laundry on site, air condition, unlimited wifi, two bell satellite tv and much more. Shared main rooms are furnished and the bedroom is furnished with a double bed and desk. Message me or send an email to me at smstrade@uwaterloo.ca for more information or to come view.",2017-08-08T16:26:09+0000, cedarbrae ave,2.162,$500,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1585537644804330"">link</a>"
110354088989367_1662886953736065,"1 room in 3 bedroom Condo
$500 - Waterloo, Ontario

1 bedroom in beautiful 3 bedroom condo.
4-Month sublet: January 1st- April 30th.
500$ 
All Utilities included:
- Cable TV
- High speed internet
- Hydro
Fully furnished, newly renovated Condo. Extremely clean and well maintained.
Looking for a male occupants only!",2017-09-06T03:27:29+0000, high,1.634,$500,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1662886953736065"">link</a>"
110354088989367_1667158293308931,"203 Lester! 1 Unit left! CONTACT me for more info!
$491 - Central District

Short walk to WLU and UW Campuses
High-end fixtures and finishes
Large bedrooms
Two bathrooms per suite
Smart card operated on-site laundry
On-site management
Night time security
On-site tenant parking
Professional landscaping & snow removal
Daily cleaning of all public areas
24/7 on-call emergency maintenance services
Prime location — making subletting easy
Convenient access to bus routes & future LRT
Location just steps away from many amenities

FREE Bike storage
FREE Unlimited high speed internet
Furniture
Dishwasher

CONTACT NOW BEFORE OPTIONS ARE GONE! What every you want, we got it! but so easy to SUBLET from January to April.",2017-09-09T01:44:15+0000,203 lester,0.66,$491,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1667158293308931"">link</a>"
110354088989367_1634532119904882,"ROOM FOR RENT
$540 - Conestoga College

ROOM - available from Sep 1st 
-spacious room
-fully furnished
-hydro
-high-speed internet
-mins to college 
-clean washroom
ADD: 69 AMHERST DRIVE, KITCHENER",2017-08-10T15:54:21+0000,high,1.634,$540,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1634532119904882"">link</a>"
142679255268_10155352016710269,"1/4 rooms available @ 275 Lester St. 
$530

-Looking for a female housemate for a 12 month lease (Sep 2017-Aug 2018)
- fully furnished
-utilities included 
-3 other female housemates 
- 10 minute walk to UW and WLU 

Message for more details!",2017-08-18T01:46:32+0000,275 lester st,0.713,$530,4,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155352016710269"">link</a>"
110354088989367_1666289066729187,"121 University Avenue East (2/5 bedrooms sublet JAN-APRIL) FULLY FURNISHED
$525 - University of Waterloo

2 large bedrooms
Each bedrooms includes a bed, desk, chair, and a dresser
Rent includes water, gas, hydro, and 500 Mbps unlimited high speed internet
2.5 washrooms
Laundry unit in basement
Kitchen comes with 2 fridges and a dishwasher
10 min walk to supermarket
5 min bus to Laurier, 10 min bus to UW
Basement comes with a bar",2017-09-08T13:41:14+0000,121 university avenue,2.264,$525,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1666289066729187"">link</a>"
142679255268_10155180161795269,"yo whos the admin? the group name clearly says 4 month sublet... stop posting your 1 year leases
$999,999,999 - Waterloo, Ontario",2017-06-22T02:42:07+0000,,,"$999,999,999",4,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155180161795269"">link</a>"
110354088989367_1604269262931168,"Close to UW!  5 Bedroom Student House for Rent!
$525 - Waterloo, Ontario

Close to UW!   Waterloo, Ont.  -  5 Bedroom House for Rent!

308 TollGate Blvd. Waterloo, located in quiet residential neighbourhood, close to Waterloo soccer fields.
5 bedrooms, 2 baths, sunroom, spacious bedrooms, onsite laundry,
Free parking. Available Sept. 1/17. 

Student Tours: Tuesday July 11th,  2 - 4:30 p.m.
Send your email and cell# to: carolhammer8@gmail.com to book a time slot. 

Rent is $525.00 pp/mo. 12 month lease.
Ideal for groups of 2, 3 or 5 students. Singles Welcome.",2017-08-27T13:16:10+0000,308 tollgate,2.26,$525,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1604269262931168"">link</a>"
110354088989367_1631765166848244,"One Year Lease 
September 2017 to August 2018
PARKING INCLUDED!
All utilities are included
Location: Hemlock and Hickory
Ensuite Laundry no coins needed
Close to bus stop 7,8,9,10,12,13 
5 minutes walk to Laurier and 13 to 15 minutes walk to UW
Very spacious house and quiet neighbourhood.
1 rooms left in this house 
Air conditioning and heat available",2017-08-10T13:15:51+0000, hemlock,1.014,,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1631765166848244"">link</a>"
110354088989367_1629219040436190,"WANTED: 3 Rooms for 8/12 Month Lease/Sublet
FREE - Near UW (within 4 km)

Group of three looking for a preferably 8-month lease or sublet starting in the fall. 
- Parking for one vehicle required 

Need to sign before August 9th if possible.",2017-08-02T17:09:04+0000,,,,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1629219040436190"">link</a>"
142679255268_10155201712675269,"Fall sublet available for 330 Spruce Street, all inclusive with ensuite bath. Offers for under $700 will be ignored. This suite of roommates are extremely talented and hard working, with 3 startup companies in this spacious 5 bedroom all-male unit. We only want a candidate who will uphold the high work ethics of the environment.

You MUST meet the following qualifications:
- hard working and motivated
- has a network of like minded friends",2017-06-28T01:23:34+0000,330 spruce street,1.61,$700,4,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155201712675269"">link</a>"
110354088989367_1652113718146722,"Large clean bedroom perfect for a student or young professional!
$550 - Kitchener, Ontario

kijiji: https://goo.gl/hJSXQw

*12-month lease only
*18-27 years old only

Best way to contact me is by text at 519 501 1572.

We are in a great location directly on many bus routes. The 201 is almost right outside the door and takes 12 mins to get to UW. The 12 and the 20 are both about a 10-minute walk away. The 12 goes up past both universities and down king street. The 20 goes straight to downtown Kitchener. It takes about 15-20 minutes to bike to either school which is a nice ride up University Ave. Anyone that has lived here agrees it is a great location. The house is also situated close to many restaurants and 3 grocery stores are within 5 minutes away.

My name is Andrew and I am a recently graduated student from UW. I have a 5 bedroom house which I'm looking to rent out one room for a 12-month lease starting on September 1st, 2017 and ending on August 31st, 2018. It is a very nice house with a ton of common space that has all been recently renovated. I own the house and I always have things fixed that break right away. We are also constantly improving and upgrading the house. The backyard, for instance, has been our current focus.

Currently, we have 4 rooms filled for the fall with myself (24), a 2nd year UW Math PhD (23), an IT Innovation and Design student at Conestoga (23) and a 3rd year Economics student (22) from WLU. We are 3 guys and a girl and we are great to get along with. Every once in a while we like to have a few friends over but nothing too crazy.

For 550/month you get:
-hydro
-water
-heat
-air conditioning
-laundry
-barbeque
-backyard patio
-raised firepit
-high-speed (25mbps) internet
-a shared netflix account
-Basic Bell Fibe TV package (open to splitting extra channels)

As you can see from the pictures, the bedroom in question is just down a few steps in a very large L-shaped room. The closet is quite sizable and should fit anything you need to store in there. There are two bathrooms shared between 5 bedrooms which we tend to keep very clean and tidy since there is nothing worse than a dirty bathroom. Our kitchen is also recently updated with stainless steel appliances, new cupboards and an open floor plan. We have all kinds of dishes, utensils, tools and small appliances you would ever need to cook with. We have also recently completed basement renovations adding another coach and big screen TV. I have provided couches, furniture, and tvs for the common areas. We are open to personalization if you want to bring some of your own common area furniture. The room is unfurnished but it can fit up to a king-sized bed if need be.

I don't think I've left anything out. If you have any questions don't be afraid to email, text or call. I will likely get back to you within a half hour and I won't bug you if you aren't interested. - Andrew Leest

text: 519 501 1572

Kijiji Ad: https://goo.gl/hJSXQw",2017-08-29T15:20:15+0000, old,93.521,$550,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1652113718146722"">link</a>"
110354088989367_1630326906992070,"Master Bedroom Sept 1 - December 31
$700 - Victoria Hills

Now available for 4 months!And it's a 3 bedroom apartment out of which one master bedroom is available!!
The rent is 700 plus the hydro (which is approx. 20 per person) 
It's best for UW and Laurier students as well as working professionals, as this house, is a quiet and clean place. We don't mind a small well-trained pet who wouldn't leave much mess. We love animals 🙂 It's a 9 minutes ride to UW by bus and grocery stores are very near by.
We have a small kitten who is extremely friendly and need for love all the time Lol
Kitchen: Brand new Stainless steel appliances. It has new tiles. Has a self-cleaning oven. Has a good size fridge and also a dishwasher.
Living room This apartment has a huge living space and has walk out balcony connected. Has huge windows for natural sunlight.
Your bedroom (Master Bedroom) It's the biggest room in the apartment, you have your own newly updated walk in wardrobe, plus new half bath with lots of storage inside. Big windows for natural sunlight.
Dining area: This apartment has a separate dining area connected to the living room. So dine while you watch your favourite show 🙂
Text me, call me or pm me for a viewing 🙂
519-729-2802",2017-08-01T15:34:11+0000, laurier,1.217,$700,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1630326906992070"">link</a>"
110354088989367_1651899168168177,"Furniture
$100 - Guelph, Ontario

NEED GONE! Please PM! 
- Leather couches
- Solid wood coffee table
- Double mattress + Boxspring (like new!)
- Futon 
- Student desk
- Dresser
- Lamp",2017-08-27T11:38:41+0000,,,$100,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1651899168168177"">link</a>"
110354088989367_1631330430225051,"Bedroom for $390
$390

One bedroom available in a 3 bedroom unit. 

The two other rooms are rented by 2 females

Females only please

ONE YEAR LEASE REQUIRED! 

Utilities, internet, laundry and parking included",2017-08-14T19:41:38+0000,,,$390,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1631330430225051"">link</a>"
110354088989367_1589115311113230,"Lease Takeover September 2017
$610 - Waterloo, Ontario

Looking for 2 girls to take over two bedrooms at The Marq on the corner of King and Ezra come September (167 King St North). 

-Will be rooming with 3 other third and fourth year girls
-One of the rooms is the master bedroom with a walk in closet 
-The other room is large and spacious as well
-Apartment and bedroom is fully furnished
-Includes full bathroom with bathtub 
-Full Kitchen and living room 
-Free WIFI 
-Onsite laundry
-Above and underground parking available
-1 minute walk from Laurier and across the street from bus stops
-Price is reduced!!",2017-08-11T15:29:27+0000, king,4.12,$610,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1589115311113230"">link</a>"
142679255268_10155065174275269,"Lease Takeover September 2017
$610 - Waterloo, Ontario

Looking for 1 girl to take over my lease at The Marq on the corner of King and Ezra come September (167 King St North). 

-Will be rooming with 4 other third and fourth year girls
-Room is the master bedroom with a walk in closet 
-Apartment and bedroom is fully furnished
-Includes full bathroom with bathtub 
-Full Kitchen and living room 
-Free WIFI 
-Onsite laundry
-Above and underground parking available
-1 minute walk from Laurier and across the street from bus stops
-Price is reduced!!",2017-08-02T01:42:58+0000, king,4.12,$610,4,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155065174275269"">link</a>"
110354088989367_1624593984232029,"Third roommate needed!
$400 - Central District

Looking for someone to sign a one-year lease in a three-bedroom townhouse with us (preferably another grad student). Click on the link for photos!

http://www.dviewdigital.com/listings/346dearborn/gallery.html",2017-08-07T06:42:25+0000,,,$400,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1624593984232029"">link</a>"
142679255268_10155415478850269,"$450 - $650 Rooms Available
$450 - City of Waterloo

$450 - $650 rooms available 
Fully Furnished
Close to Conestoga College, UW, WLU

Includes all utilities including:
- Internet
- Laundry 
- Heating / AC

Address: 265 Glenridge Dr.

Contact me on messenger or on both 226-339-2197 and 519-502-5360. Also mention that you are contacting from fb. 

Looking forward to speaking with you!",2017-09-08T17:59:38+0000,,,$450,4,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155415478850269"">link</a>"
110354088989367_1594518867239541,"Lease transfer 181 Lester from Sept2017-Agus2018
$685 - 滑铁卢 (安大略省)

- September 2017-August 2018 lease transfer (ONE YEAR LEASE)
-washing machine and drying machine in the suite.
- 1/5 rooms available
- Shared bathroom with one people
- fitness , entertainment and study room on top of the building
- about 12min walk to DC
- All inclusive (hydro, internet, gas, water, etc)
- mine is room 4 on 7th floor
$685/month",2017-08-11T23:14:45+0000,181 lester,0.698,$685,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1594518867239541"">link</a>"
110354088989367_1578868075471287,"Lease Takeover at 202 Lester
$625 - Waterloo, Ontario

202 Lester Room 1103
5 room apartment with a balcony
Looking for people to takeover lease from Sept 2017-August 2018
4 rooms are available for lease takeover",2017-08-10T13:39:15+0000,202 lester,0.696,$625,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1578868075471287"">link</a>"
110354088989367_863625163662252,"SUBLETTING AT 313 SPRUCE STREET FOR WINTER 2015- 5 ROOMS
• Brand new building with all new top of line appliances
• Fully furnished
• All utilities and internet included! (2 fridges and 2 freezers)
• 2 Washrooms
• Gym
• Lounge Area
• Parking space
ALL FOR $580/MONTH. Group of 5 preferable.

Video for the building:
https://www.youtube.com/watch?v=U6191_q26QE",2017-08-11T20:41:16+0000,313 spruce street,1.506,$580,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/863625163662252"">link</a>"
110354088989367_1625442020813892,"ONLY A FEW ENSUITE BEDROOMS AVAILABLE AT 49 COLUMBIA ST. W.
$580 - Waterloo, Ontario

WALKING DISTANCE TO BOTH LAURIER AND UW
ROOMS START AT $580-$680 (PRICED ON ROOM SIZE) 
1 YEAR RENTALS ONLY (SEPT-AUG) 
ALL APARTMENTS COME WITH 5 BEDROOMS/5 BATHROOMS FULLY EQUIPPED KITCHEN & FURNISHED COMMON AREA
RENT INCLUDES HEAT, WATER, AC AND FREE LAUNDRY IN APARTMENT (HYDRO IS EXTRA)
FREE INTERNET PROVIDED
LIMITED NUMBER OF BEDROOMS AVAILABLE!!!!!
CALL 519-588-0352 OR 519-572-7375 TO BOOK A TOUR

https://www.youtube.com/watch?v=qKKGGt7Tbaw",2017-08-01T02:38:09+0000,49 columbia st,1.444,$580,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1625442020813892"">link</a>"
110354088989367_1612086128816148,"202 Lester 9th Floor BIGGEST ROOM 1 year takeover
$620 - Waterloo, Ontario

Offering the largest room of the unit (see floor plan)
-9th floor 
-Fast and unlimited internet
-Super big window
-Fully furnished
-All female suite
-Super nice and quiet roommates
-<1 min walk to bus stops (routes: 9, 7D, 12, 29, 202 etc.) 
-5 min walk to WLU and UW Campuses
-High-end fixtures and finishes
-On-site laundry and tenant parking
-Microwave & Dishwasher
-LED lighting (Cost savings)
-Night time security
-Professional landscaping & snow removal
-Daily cleaning of all public areas
-24/7 on-call emergency maintenance services
-Convenient access to eatery and many facilities (Linden Square & UW plaza is right across)

Contact Anna Zhang for more details.",2017-07-27T14:54:06+0000,202 lester,0.696,$620,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1612086128816148"">link</a>"
142679255268_10155421764495269,"WINTER SUBLET (January - April 2018)
$670 - Central District

168 King Street N. (The Marq)

- Fully furnished
- On-site laundry and gym 
- Ensuite bathroom
- Dishwasher
- Air Conditioned
- Right in front of bus stop for the 7
- 2 minute walk from Laurier, 15 minutes from UW 
- Utilities included (hydro, internet, etc.)
- Room is available for the winter term (January  to April) 
- One bedroom available, 5 bedroom apartment",2017-09-09T14:51:09+0000,168 king street,1.416,$670,4,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155421764495269"">link</a>"
110354088989367_1639460952745332,"Room for rent 1 year lease take over (all girls) or sublet
$645 - Linden Square

1 MONTH FREE RENT 1 room available in a 5 room apartment(all girls) with 2 shared bathroom, kitchen and living area.
high speed internet
dishwasher
friendly roommates
5 mins walk to both UW and UWL
surrounded by eateries and groceries store.
the apartment is on 16 floor with a nice view.
if interested message me ASAP!!!!!!!",2017-08-13T03:08:03+0000,"
high",1.634,$645,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1639460952745332"">link</a>"
110354088989367_1561569730534455,"SEPT-MAY: 1 BEDROOM AVAILABLE - 62 Hickory St W
$575

One bedroom available 
SEPT - MAY 
Looking for 1 more girl to join 3 other amazing girls!
Details:
- unfurnished bedroom
- bathroom shared with one other person 
- $575 a month plus utilities - internet is included
- Located minutes from Laurier and a short bus ride to Waterloo
- Has a Washer/Dryer in unit, dishwasher and air conditioning

Feel free to message me for more information!!",2017-08-17T02:09:01+0000,62 hickory st w,1.226,$575,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1561569730534455"">link</a>"
110354088989367_1665916013433159,"374 Hazel Street
$560 - Waterloo, Ontario

374 Hazel Street Sublet 

Starting September - 8/12 month lease

- Newly Renovated Bungalow House
- Rooms for Rent: 1
- Spacious Living Space & Bedrooms
- Utilities Included: Water, Gas, Hydro
- Complimentary WIFI included
- Vast Backyard & Barbecue
- Luxurious Lighting
- Modern Kitchen
- Complimentary Laundry

Inquire through FB messenger or text at 226-989-7881",2017-09-09T04:19:04+0000,374 hazel street,1.442,$560,4,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1665916013433159"">link</a>"
110354088989367_1583149235043171,"Have 1 Room for sale (Lease Takeover) at 25 Bricker Ave Unit #11
$535 - Waterloo, Ontario

25 Bricker Ave Unit #11:
30 Second walk to WLU
10 minute walk to UW
Includes:
- 2 ensuite washrooms
- 2 fridges 
- ensuite laundry/dryer
- 535$ a month + hydro 
- high-speed internet included
- parking available upon request 
- room includes one drawer, 1 table, 1 desk aswell (Fully Furnished)
Message if Interested",2017-08-02T01:25:27+0000,25 bricker ave,1.235,$535,3,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1583149235043171"">link</a>"
142679255268_10155221023025269,"266 Hazel St., Winter 2018
$600 - Waterloo, Ontario

A room in a spacious 3 bedroom house at 266 Hazel St is available for Winter 2018. 
- Very Close to bus stops and WLU campus
- Recently renovated
- Large furnished room and big unfurnished basement, so you'll have lots of space for your stuff
- Free parking, laundry and AC 
- Sun room 
Price negotiable 
Message for more details and pictures",2017-08-28T22:17:40+0000,266 hazel st,1.243,$600,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155221023025269"">link</a>"
142679255268_10155263827005269,Anyone in Mississauga for co-op from September to December? Looking for roommates,2017-07-14T18:39:52+0000,,,,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155263827005269"">link</a>"
142679255268_10155169763105269,"[Toronto] Subletting house in North York starting September 2017 :)
FREE - North York

4/4 bedrooms available at Vic Park & Finch (North York) starting this September!
- spacious living room, kitchen, dining room all fully furnished (and a balcony)
- all-inclusive (hydro, unlimited internet, in-house laundry & dryer)
- right beside bus stop (15-minute bus to Finch Station/ Don Mills Station)

These pictures were taken when the place was still unfurnished - inbox for details/tour if interested!",2017-07-21T17:30:54+0000, north,1.771,,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155169763105269"">link</a>"
142679255268_10155427292720269,"Sage Six 1 bedroom for Winter and/or Spring (4 or 8 months sublet)
$730 - Waterloo, Ontario

Sage Six 1 bedroom
Address: 251 Hemlock St. Waterloo
brand new building
1 min walk to Laz Hall
4 or 8 months sublet (winter and/or spring)
includes:
- built-in closet
- double bed
- In-suite laundry
- Fully furnished
- TV
- 1.5 bathroom
- Spacious balcony
Preference: a quiet and clean girl
price: $730 + utility",2017-09-08T20:50:04+0000,251 hemlock st,0.962,$730,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155427292720269"">link</a>"
142679255268_10155174822480269,"Bedroom in Music Studio
$500 - A to G Music

Hey schoolyard chums. I currently have a music studio that I live in and teach from near Weber and Victoria Street. The bus ride is quick to the school. I am looking for someone to rent one of the rooms either this summer or starting in September. All utilities and internet is included. I am hoping to get a music student in and you are free to use my grand piano/instruments as long as you look after them. If I can get someone in who is interested in a teaching job, that would be awesome too. You will have to be okay with lessons going on (you'll be able to hear it in your room) during the afternoon and evening as this is my livelyhood and sometimes I have my dog there. I need someone who is clean and respectful of the studio space and if you want to party, this isn't the place. Contact me for more info.

156 Weber St West
Kitchener
text 519-719-0433 or Facebook me",2017-08-29T07:57:35+0000, weber,2.374,$500,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155174822480269"">link</a>"
142679255268_10155301363085269,"Kind of Early,

But looking for a 4-month WINTER sublet close Laurier. Needs to have 4+ rooms available for the semester. Msg if you have anything!",2017-07-27T16:48:11+0000, laurier,1.217,,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155301363085269"">link</a>"
110354088989367_1660946620596765,"1 Roommate needed (12 Month Lease Starting in September)
$675 - Waterloo, Ontario

1 bedroom available in a 5 bedroom apartment
-4 bathrooms
-2 fridges 
-Microwave & dishwasher
-laundry on site
-parking on ground floor 
-FULLY furnished (bedroom/living room)
-High Speed Internet
_Extremely Clean Roommates
-ALL FEMALE UNIT
86 University Ave. W is located ACROSS THE STREET from Laurier and 5 minutes from UW. Utilities and internet included.

http://www.rentmyspace.ca/86UniversityAvenue

Message for more details!

(Bedroom #4)",2017-09-02T20:06:01+0000,high,1.634,$675,3,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1660946620596765"">link</a>"
110354088989367_1629753010382793,"September lease take over at 321 Lester
$599 - 321 Lester St

The unit has 5 bedrooms and 2 washrooms - 1 bedroom available.
All utilities included except hydro
2 study rooms
On-site washer and dryer
Dishwasher
Parking available

5 min walk to UW

https://www.domushousing.com/bd293-321-lester-st-waterloo-for-rent",2017-08-22T14:09:29+0000,321 lester,0.814,$599,3,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1629753010382793"">link</a>"
142679255268_10155304031340269,subletting one bedroom with ensuite for the month of August ONLY at 1 Columbia,2017-08-01T04:35:52+0000,1 columbia,1.754,,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155304031340269"">link</a>"
142679255268_10155154137160269,"LF a room for fall! (sept-dec 2017)
$750 - Waterloo, Ontario

Must be:
- CLEAN roommates
- no carpeted bedroom

please pm me!!",2017-06-27T03:59:28+0000,,,$750,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155154137160269"">link</a>"
142679255268_10155407613120269,"LUXE I - One (1) BEDROOM AVAILABLE - GIRLS ONLY - Cheapest Rent
$615 - Waterloo, Ontario

Looking for females to take-over one (1) room @ Luxe I (Sept - Sept) 2017
4 bedroom unit.
***Cheapest rent out of both Luxe buildings + utilities.***
Looking for clean & respectful individuals. 
- En suite bathrooms
- Gym included (24 hour)
- Fully furnished 
-24 hour Study space
-Theater room
-24 hour recreation centre with billiards, ping pong, foosball table & poker table 
-Sauna 
-Rooftop patio 
- On site laundry lounge 
- 2 min walk to WLU, 5 min bus ride/15 min walk to UW
- 2 min walk to bus routes (7, 12, 8, 200, 201, 202, 29, 9, etc.) located between Columbia/King and University/King 
- Access to Luxe II
Please message for more details!",2017-09-03T02:13:16+0000, columbia,1.635,$615,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155407613120269"">link</a>"
110354088989367_1625065447518216,"** UW Place contract for Fall and Winter take over**
I'm looking for someone who can take over  my UW Place contract, because I won't be living here next term, but I'm still required to pay the fee unless someone replaces me. 
**If you think the fee is too expensive I can give you a 1000 dollars offset because you  are really doing me a favor.**
If you are interested please contact me on facebook or text me 6476765663. I'd appreciate it.",2017-07-27T16:09:39+0000,,,,3,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1625065447518216"">link</a>"
142679255268_10155425157295269,"4/8 month lease takeover at 134 Keats Way Place
$625 - Waterloo, Ontario

- Located Less than 10 minutes walk to UW /5 mins. bus ride to WLU
-Safe & quiet cul-de-sac on Keats Way Place
- Upper Floor - 2 Rooms & full bathroom
- Lower Level - 3 Rooms & full bathroom
- Spacious Room Fully Furnished (Queen Bed; Desk/Chair)
- Non-Smoking & Pet Free House
- Fully Equipped Kitchen - 2 Fridges/Microwave/Dishwasher
- Walkout deck with BBQ
- Free Laundry
- Free Parking; Internet & Hydro",2017-09-07T17:45:27+0000,134 keats way place,1.134,$625,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155425157295269"">link</a>"
142679255268_10155375918690269,"202 Lester 1 year Lease takeover
$625 - Waterloo, Ontario

Looking for a 1 year lease takeover 

room 5

- Unlimited Hi-Speed Internet
- Air conditioned
- hydro not included
- Fully Furnished
- 2 bathrooms
- Balcony in unit
- Laundry machines in building

- Great location for UWaterloo and Laurier students (~5 minute walk)
- Close to UW Plazas 
- Convenient bus stops (University & Sunview and University & Phillip)

Send me a message if you are interested!",2017-08-19T18:45:01+0000,202 lester,0.696,$625,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155375918690269"">link</a>"
142679255268_10155095455365269,"Lease Takeover at 202 Lester 
$625 - Waterloo, Ontario

202 Lester Room 1103
5 room apartment with a balcony
Looking for people to takeover lease from Sept 2017-August 2018
4 rooms are available for lease takeover",2017-07-31T20:55:12+0000,202 lester,0.696,$625,3,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155095455365269"">link</a>"
110354088989367_1662754963749264,"LIMITED ROOMS AVAILABLE ON LESTER- (MOVE IN READY) - FREE MONTHS OF RENT
$520 - Waterloo, Ontario

Welcome to LESTER! A Waterloo student rental only two blocks away from the University of Waterloo and Wilfrid Laurier University. KW4Rent provides comfortable, safe, and affordable off-campus student housing conveniently located in the heart of the University District.

We rent by the room, not by the unit, so whether you have a large group of friends or are looking to make new friends we have a place for you!

Our units include: fully-furnished large spacious bedrooms and common areas, a kitchen with fridge, stove, oven, and dishwasher well as two full bathrooms.

Rent with us and receive:
- Perks Program discounts at local vendors
- Unlimited high-speed internet
- Steps to campus making subletting easy
- Water, gas and heat included in your rent
- Scheduled garbage removal
- Daily cleaning of the common areas
- Professional snow removal and landscaping
- Smart card operated on-site laundry
- Tenant and visitor parking available
- 24 hour on-call maintenance services
- 24 hour on-call professional overnight security",2017-09-05T15:35:45+0000, lester,0.696,$520,3,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1662754963749264"">link</a>"
